ref name;hyp name;av score;min score;max score
in-step-0.png;in-screen-0.png;0.9556919361432886;0.9485036655036306;0.9696411452057861
in-step-0.png;in-screen-1.png;0.1252837962911221;0.08341771781573518;0.1552037294312118
in-step-0.png;in-screen-2.png;0.603890686049007;0.5736104994857094;0.6617690228516544
in-step-0.png;in-screen-3.png;0.6765507827415215;0.6484117519030087;0.7219625392274206
in-step-0.png;in-screen-4.png;0.28027336994237123;0.23408389690425613;0.3531169895398236
in-step-0.png;in-screen-5.png;0.6755709106164186;0.6537358565173186;0.7120846519788323
in-step-0.png;in-screen-6.png;0.7997905540898436;0.7825850159757896;0.8294545349259538
in-step-0.png;in-screen-7.png;0.3306632897754467;0.29453593781497284;0.38981509602343395
in-step-0.png;in-screen-8.png;0.6984360497206347;0.6684670944206831;0.7496800438862625
in-step-0.png;in-screen-9.png;0.7317771125007136;0.7033716240991518;0.7801893996002858
in-step-1.png;in-screen-0.png;0.15128917689123086;0.10483421951391997;0.2120507895824645
in-step-1.png;in-screen-1.png;0.9231729186121811;0.9048535485140692;0.9470207565942582
in-step-1.png;in-screen-2.png;0.2454579216263074;0.20292220212523684;0.3143020844676899
in-step-1.png;in-screen-3.png;0.2403956627844052;0.18876366152266122;0.31693891920590056
in-step-1.png;in-screen-4.png;0.34557833241383146;0.2904444904221338;0.4252985743227372
in-step-1.png;in-screen-5.png;0.244536526500582;0.19268182329462866;0.31778023429680724
in-step-1.png;in-screen-6.png;0.200346720798645;0.14447224561377645;0.2712798865337115
in-step-1.png;in-screen-7.png;0.2921955955698871;0.2389146153412485;0.37394557135201706
in-step-1.png;in-screen-8.png;0.20961585157485838;0.16231280200360912;0.2711065328630427
in-step-1.png;in-screen-9.png;0.2034077875243275;0.15167131031729722;0.2629239717836923
in-step-2.png;in-screen-0.png;0.6114378141663824;0.5831183618700612;0.6657625345348862
in-step-2.png;in-screen-1.png;0.2261135299897615;0.18730854451767087;0.27139078075278533
in-step-2.png;in-screen-2.png;0.9549026486553226;0.9477856480335928;0.9684925744901737
in-step-2.png;in-screen-3.png;0.6016261984190819;0.5574318565034755;0.6813374113892111
in-step-2.png;in-screen-4.png;0.2842765977971054;0.23679491356925175;0.378034104139251
in-step-2.png;in-screen-5.png;0.5393924310913752;0.5099735465899219;0.5827260825958789
in-step-2.png;in-screen-6.png;0.5725437154548115;0.5472192082303592;0.6125035019938859
in-step-2.png;in-screen-7.png;0.4342045974191134;0.3901506700120416;0.5151290597235219
in-step-2.png;in-screen-8.png;0.5789718891427079;0.5450282551808969;0.6430639461966446
in-step-2.png;in-screen-9.png;0.6561559724485909;0.6248440736731068;0.6979927491944856
in-step-3.png;in-screen-0.png;0.6700012340470266;0.6375411592887731;0.7181397196304434
in-step-3.png;in-screen-1.png;0.20472440394225608;0.14958114871378425;0.26184975602508404
in-step-3.png;in-screen-2.png;0.583574482842352;0.5368150840757833;0.6710086248988558
in-step-3.png;in-screen-3.png;0.9541547720497378;0.9469954156399295;0.9674944278104459
in-step-3.png;in-screen-4.png;0.34204445752700324;0.2882072928056898;0.4335456040322829
in-step-3.png;in-screen-5.png;0.6572199384626783;0.6200966439933366;0.7134673877041489
in-step-3.png;in-screen-6.png;0.698652570179107;0.6753404405805122;0.742563169549529
in-step-3.png;in-screen-7.png;0.3845731410835442;0.33799477771433034;0.46857593311127027
in-step-3.png;in-screen-8.png;0.8716353415627424;0.8637707691043888;0.8777314158830913
in-step-3.png;in-screen-9.png;0.7198501835701011;0.6901435319065242;0.7483050865561325
in-step-4.png;in-screen-0.png;0.2793074933858424;0.2314310819217799;0.35826438093382834
in-step-4.png;in-screen-1.png;0.31469112686054285;0.2570762452336061;0.389978500067895
in-step-4.png;in-screen-2.png;0.2801919704567602;0.23049060282857575;0.3781227083941178
in-step-4.png;in-screen-3.png;0.351021952778466;0.3023768678753997;0.443941891373095
in-step-4.png;in-screen-4.png;0.9517375937613212;0.9404544755839995;0.9698440328102552
in-step-4.png;in-screen-5.png;0.3397955559229995;0.2903302822273168;0.42570972122884626
in-step-4.png;in-screen-6.png;0.3917624451442396;0.33322551002431394;0.48029944531758867
in-step-4.png;in-screen-7.png;0.28448553781109603;0.22082270048315625;0.4060122103517675
in-step-4.png;in-screen-8.png;0.41136588183222517;0.3677710225527296;0.48590583376219154
in-step-4.png;in-screen-9.png;0.31413177965598754;0.2524731324402918;0.3979201800819739
in-step-5.png;in-screen-0.png;0.6782143239168654;0.656560882167934;0.7167050897438163
in-step-5.png;in-screen-1.png;0.22241335906854784;0.17132072204475562;0.2754502894212587
in-step-5.png;in-screen-2.png;0.535273879642603;0.5059329921574575;0.5841767790707493
in-step-5.png;in-screen-3.png;0.6715270872193296;0.6417488053552963;0.7236095313025649
in-step-5.png;in-screen-4.png;0.34444881815036926;0.293787526313374;0.41836387469266445
in-step-5.png;in-screen-5.png;0.9564183964917019;0.9496315384480227;0.9693432921438224
in-step-5.png;in-screen-6.png;0.815783188191279;0.801345742809751;0.8438152934072237
in-step-5.png;in-screen-7.png;0.41931773999123517;0.37988887521606357;0.48343284489519467
in-step-5.png;in-screen-8.png;0.7188386094107555;0.6884715338053745;0.7695252392424695
in-step-5.png;in-screen-9.png;0.5950517632985203;0.5539325184712283;0.6587272376145106
in-step-6.png;in-screen-0.png;0.8013180085687223;0.7780632384855657;0.8335224037688634
in-step-6.png;in-screen-1.png;0.17293003984322097;0.12391541174177384;0.2132007816013587
in-step-6.png;in-screen-2.png;0.5639106531145467;0.5405863372458114;0.6061547041411813
in-step-6.png;in-screen-3.png;0.7021624552445039;0.6771155564796898;0.74602337375065
in-step-6.png;in-screen-4.png;0.3930267988308683;0.3397720895670014;0.4673415880312312
in-step-6.png;in-screen-5.png;0.8100632549803342;0.7922276600490237;0.8379264838748031
in-step-6.png;in-screen-6.png;0.9620993834570924;0.9526670573212593;0.9761019854669285
in-step-6.png;in-screen-7.png;0.3524862143739766;0.3090518690647213;0.42541281580818074
in-step-6.png;in-screen-8.png;0.7964011198643011;0.7666200248298238;0.8480830873832967
in-step-6.png;in-screen-9.png;0.6619707893142742;0.6269350552605876;0.7201538617698544
in-step-7.png;in-screen-0.png;0.3464957128089538;0.31142146035091006;0.4056453551910166
in-step-7.png;in-screen-1.png;0.28673219599705313;0.23386323810138845;0.362195330407356
in-step-7.png;in-screen-2.png;0.4465862607864654;0.4015638048269618;0.5310600967337492
in-step-7.png;in-screen-3.png;0.4161432651016212;0.3763554734146769;0.49329096783865833
in-step-7.png;in-screen-4.png;0.30345905887263525;0.24411997307183075;0.41875107327657296
in-step-7.png;in-screen-5.png;0.4288741130414278;0.38867483978931683;0.49326467009156
in-step-7.png;in-screen-6.png;0.3711433733755843;0.3284197563379048;0.4439869516720886
in-step-7.png;in-screen-7.png;0.9428090538520442;0.9340734880297307;0.9580502190455098
in-step-7.png;in-screen-8.png;0.37608826314328386;0.33829091953556417;0.4492964641248299
in-step-7.png;in-screen-9.png;0.3752877280551749;0.32939751492908403;0.4461046192024727
in-step-8.png;in-screen-0.png;0.6829187631177707;0.64545960348937;0.7436208433381978
in-step-8.png;in-screen-1.png;0.16976824622391287;0.12412838157920195;0.20476957836954865
in-step-8.png;in-screen-2.png;0.558558936031822;0.5222497048158459;0.625254349158563
in-step-8.png;in-screen-3.png;0.8628961289007543;0.8575060723628972;0.8729051328215612
in-step-8.png;in-screen-4.png;0.40321481027064127;0.36082739202856373;0.4759755572249878
in-step-8.png;in-screen-5.png;0.6961976082404707;0.6644477855427937;0.7525313051459207
in-step-8.png;in-screen-6.png;0.7828191511769399;0.7483489797560038;0.8421483230357152
in-step-8.png;in-screen-7.png;0.34677176452850067;0.3089683757641818;0.42213704906341415
in-step-8.png;in-screen-8.png;0.9611938366557994;0.9557833493366866;0.971663252677613
in-step-8.png;in-screen-9.png;0.7107076843803243;0.6830183557243368;0.7603559129482096
in-step-9.png;in-screen-0.png;0.7221764195740127;0.690035363047019;0.7721042768696245
in-step-9.png;in-screen-1.png;0.17109949611723876;0.12017953549315148;0.21509235203959648
in-step-9.png;in-screen-2.png;0.637811154872923;0.6071529868699314;0.6888818197748329
in-step-9.png;in-screen-3.png;0.7166297434156594;0.68725288926967;0.7565674842582932
in-step-9.png;in-screen-4.png;0.3053206626011486;0.24578409249589642;0.4001064997523856
in-step-9.png;in-screen-5.png;0.5823658414703189;0.5394478181535816;0.6586392655293917
in-step-9.png;in-screen-6.png;0.6517813641073613;0.6149462763500502;0.7248093244416879
in-step-9.png;in-screen-7.png;0.3474901840246567;0.2994828414092798;0.43581523160801644
in-step-9.png;in-screen-8.png;0.7149070624396682;0.6839049259429434;0.7748917219486328
in-step-9.png;in-screen-9.png;0.9594291496596435;0.9519716568450242;0.9710225141596927
